id,Main_mood,happy,sad,romantic,calm
65797,romantic,3,3,5,2
65798,romantic,15,9,24,3
65799,sad,romantic,calm,0,3,3,3
65800,happy,9,0,8,0
65801,happy,6,5,4,0
65802,romantic,2,6,10,4
65803,sad,2,13,10,10
65804,romantic,8,5,16,2
65805,happy,sad,41,41,0,40
65806,romantic,2,0,3,0
65807,sad,0,12,8,5
65808,happy,14,0,9,1
65809,sad,2,6,4,5
65810,romantic,0,0,1,0
65811,romantic,8,6,9,4
65812,sad,romantic,calm,0,3,3,3
65813,romantic,3,1,9,0
65814,happy,2,0,1,0
65815,romantic,5,4,9,0
65816,sad,2,7,6,6
65817,happy,sad,romantic,calm,0,0,0,0
65818,romantic,0,0,1,0
65819,romantic,1,0,3,1
65820,sad,romantic,calm,0,7,7,7
65821,romantic,2,4,6,4
65822,sad,romantic,0,4,4,2
65823,sad,romantic,0,1,1,0
65824,happy,15,6,7,0
65825,sad,romantic,4,11,11,7
65826,romantic,0,4,8,3
65827,romantic,1,2,5,2
65828,romantic,2,2,23,0
65829,happy,sad,romantic,calm,0,0,0,0
65830,sad,7,17,5,4
65831,sad,22,43,11,21
65832,calm,16,24,8,32
65833,sad,42,50,29,47
65834,calm,35,41,18,59
65835,sad,21,46,27,27
65836,romantic,8,15,23,6
65837,calm,44,30,7,51
65838,sad,33,51,37,36
65839,happy,calm,69,55,34,69
65840,romantic,4,2,16,0
65841,romantic,0,1,4,1
65842,romantic,0,1,12,0
65843,romantic,2,0,4,0
65844,romantic,0,6,7,2
65845,romantic,0,1,16,1
65846,romantic,2,3,5,3
65847,romantic,0,0,1,0
65848,romantic,1,3,17,0
65849,romantic,1,0,16,0
65850,sad,0,5,3,4
65851,romantic,0,2,5,2
65852,happy,romantic,1,0,1,0
65853,romantic,6,4,8,1
65854,romantic,15,1,30,0
65855,happy,8,1,3,0
65856,romantic,3,3,27,3
65857,romantic,4,5,13,4
65858,happy,6,0,5,1
65859,romantic,1,6,13,4
65860,romantic,2,1,8,0
65861,romantic,3,2,6,1
65862,romantic,0,1,4,0
65863,romantic,4,13,26,14
65864,romantic,1,6,8,0
65865,happy,2,0,1,0
65866,happy,sad,romantic,calm,0,0,0,0
65867,romantic,3,1,6,0
65868,romantic,1,0,9,3
65869,sad,0,2,1,1
65870,romantic,4,12,18,8
65871,happy,sad,romantic,2,2,2,1
65872,romantic,1,2,4,2
65873,romantic,10,6,16,1
65874,sad,2,7,5,5
65875,happy,romantic,4,3,4,2
65876,romantic,2,1,9,1
65877,romantic,7,0,9,0
65878,romantic,4,1,12,0
65879,romantic,4,1,10,0
65880,romantic,0,1,2,0
65881,romantic,4,3,8,0
65882,romantic,5,4,13,2
65883,romantic,1,0,18,0
65884,romantic,0,1,3,1
65885,romantic,1,3,4,0
65886,romantic,3,1,8,0
65887,romantic,0,0,5,0
65888,sad,3,5,3,3
65889,romantic,0,1,4,1
65890,romantic,0,3,6,2
65891,sad,1,22,7,3
65892,romantic,2,0,8,0
65893,romantic,2,0,4,0
65894,romantic,1,0,8,3
65895,happy,12,6,10,0
65896,romantic,1,0,2,0
65897,sad,1,4,0,0
65898,sad,4,26,15,2
65899,romantic,1,1,4,0
65900,sad,romantic,0,6,6,0
65901,romantic,1,0,2,0
65902,sad,romantic,0,2,2,0
65903,romantic,1,4,5,1
65904,romantic,1,0,3,0
65905,romantic,1,4,7,4
65906,sad,romantic,4,6,6,4
65907,romantic,0,1,9,1
65908,romantic,2,0,5,0
65909,romantic,2,7,11,6
65910,sad,romantic,0,4,4,2
65911,romantic,1,1,3,1
65912,romantic,3,3,12,0
65913,sad,2,6,1,0
65914,romantic,4,3,12,1
65915,happy,sad,calm,1,1,0,1
65916,romantic,0,0,1,0
65917,happy,sad,romantic,calm,0,0,0,0
65918,happy,1,0,0,0
65919,happy,sad,romantic,calm,0,0,0,0
65920,romantic,4,2,7,2
65921,romantic,5,0,8,0
65922,happy,romantic,4,1,4,1
65923,happy,sad,5,5,2,0
65924,romantic,2,2,5,2
65925,happy,sad,1,1,0,0
65926,sad,0,8,2,2
65927,happy,romantic,2,1,2,1
65928,romantic,4,2,8,3
65929,happy,sad,romantic,1,1,1,0
65930,happy,2,1,1,0
65931,sad,romantic,calm,0,3,3,3
65932,romantic,3,3,9,3
65933,sad,0,14,12,12
65934,happy,10,2,8,1
65935,sad,0,7,0,0
65936,sad,2,6,4,1
65937,sad,5,9,4,2
65938,romantic,2,2,3,2
65939,happy,romantic,1,0,1,0
65940,romantic,1,2,8,1
65941,sad,romantic,0,1,1,0
65942,sad,calm,1,3,2,3
65943,happy,romantic,3,0,3,1
65944,sad,1,5,4,3
65945,romantic,5,3,13,5
65946,romantic,1,0,4,1
65947,romantic,0,0,2,0
65948,romantic,0,9,16,9
65949,romantic,4,2,7,1
65950,romantic,0,0,2,1
65951,romantic,2,2,5,0
65952,romantic,10,10,20,7
65953,romantic,1,2,6,0
65954,romantic,0,4,8,4
65955,romantic,1,0,5,0
65956,romantic,6,1,8,1
65957,romantic,2,5,9,4
65958,romantic,2,1,3,1
65959,romantic,0,2,6,2
65960,romantic,9,7,13,2
65961,romantic,1,0,4,0
65962,romantic,2,2,5,2
65963,romantic,3,3,6,3
65964,romantic,1,2,4,1
65965,romantic,1,4,7,5
65966,romantic,2,3,5,1
65967,romantic,1,2,9,0
65968,romantic,2,5,8,3
65969,romantic,3,3,8,0
65970,romantic,1,1,6,3
65971,romantic,1,6,12,2
65972,sad,1,11,3,1
65973,romantic,3,2,5,3
65974,romantic,0,1,10,0
65975,romantic,1,2,5,3
65976,romantic,4,2,7,2
65977,sad,romantic,2,3,3,1
65978,romantic,0,0,6,0
65979,romantic,0,0,3,0
65980,romantic,1,1,5,0
65981,romantic,2,0,7,0
65982,romantic,1,8,16,11
65983,romantic,1,5,11,5
65984,romantic,3,0,5,0
65985,romantic,0,1,2,1
65986,happy,8,1,2,2
65987,romantic,1,3,19,0
65988,romantic,1,16,19,11
65989,romantic,0,0,1,0
65990,romantic,2,0,3,0
65991,romantic,0,10,11,9
65992,sad,0,2,1,1
65993,romantic,4,6,21,3
65994,sad,5,12,9,4
65995,romantic,0,1,2,0
65996,romantic,1,6,21,0
65997,happy,sad,romantic,calm,0,0,0,0
65998,romantic,3,0,8,0
65999,romantic,2,16,22,10
66000,romantic,1,26,37,24
66001,happy,romantic,6,0,6,0
66002,romantic,1,1,5,1
66003,calm,0,0,0,1
66004,happy,16,5,14,1
66005,romantic,2,0,5,0
66006,romantic,1,2,19,0
66007,sad,romantic,calm,0,8,8,8
66008,calm,2,1,2,4
66009,sad,5,7,1,1
66010,romantic,3,1,4,0
66011,romantic,6,13,24,8
66012,romantic,6,14,16,12
66013,happy,7,3,1,0
66014,happy,romantic,7,4,7,0
66015,romantic,6,11,13,6
66016,romantic,4,7,8,5
66017,romantic,10,2,23,0
66018,romantic,6,4,8,6
66019,calm,0,0,1,2
66020,sad,romantic,1,3,3,1
66021,romantic,1,3,8,3
66022,romantic,4,15,25,13
66023,happy,sad,5,5,4,1
66024,calm,1,6,7,8
66025,sad,5,8,2,1
66026,sad,romantic,calm,0,2,2,2
66027,sad,5,10,7,4
66028,romantic,6,6,13,0
66029,sad,1,8,4,3
66030,romantic,2,2,9,1
66031,romantic,2,2,3,1
66032,sad,romantic,calm,1,2,2,2
66033,romantic,4,5,9,5
66034,romantic,3,1,4,0
66035,happy,romantic,4,3,4,1
66036,happy,romantic,calm,1,0,1,1
66037,sad,romantic,1,3,3,1
66038,romantic,1,0,3,0
66039,happy,sad,romantic,calm,0,0,0,0
66040,happy,3,0,0,2
66041,calm,1,0,0,3
66042,calm,1,1,1,6
66043,romantic,3,3,4,0
66044,romantic,0,0,1,0
66045,happy,calm,2,0,0,2
66046,romantic,1,0,4,0
66047,happy,17,11,9,3
66048,happy,romantic,4,1,4,0
66049,happy,romantic,2,0,2,0
66050,sad,5,9,7,3
66051,romantic,2,11,27,9
66052,romantic,4,4,21,2
66053,romantic,1,4,6,4
66054,happy,16,4,8,1
66055,sad,romantic,0,3,3,2
66056,sad,romantic,1,2,2,0
66057,romantic,2,2,4,0
66058,romantic,0,1,16,1
66059,happy,5,4,1,0
66060,romantic,2,4,7,4
66061,romantic,1,1,8,5
66062,romantic,1,1,6,1
66063,sad,calm,4,8,3,8
66064,romantic,9,4,17,0
66065,romantic,1,5,13,5
66066,romantic,2,4,27,3
66067,romantic,3,9,13,9
66068,sad,1,17,4,1
66069,romantic,3,2,7,1
66070,romantic,5,3,9,0
66071,romantic,2,2,4,0
66072,romantic,1,4,7,4
66073,romantic,1,5,9,2
66074,romantic,3,1,5,0
66075,romantic,1,2,4,0
66076,sad,romantic,0,1,1,0
66077,romantic,2,1,9,1
66078,romantic,7,2,13,2
66079,sad,1,3,0,0
66080,romantic,5,4,7,4
66081,romantic,4,4,10,4
66082,happy,6,3,5,2
66083,romantic,0,1,4,0
66084,romantic,1,0,7,0
66085,romantic,1,3,12,2
66086,happy,3,0,2,0
66087,romantic,4,4,9,2
66088,romantic,2,3,4,2
66089,romantic,1,0,4,0
66090,romantic,6,0,9,0
66091,happy,5,2,3,0
66092,romantic,4,0,9,0
66093,romantic,3,0,11,1
66094,romantic,2,0,49,1
66095,happy,romantic,2,0,2,0
66096,romantic,6,5,9,2
66097,calm,1,2,5,6
66098,romantic,0,0,3,0
66099,happy,1,0,0,0
66100,happy,romantic,2,0,2,0
66101,romantic,1,0,4,0
66102,sad,calm,10,12,5,12
66103,romantic,2,2,3,1
66104,romantic,3,1,5,0
66105,calm,1,1,1,2
66106,happy,2,0,1,0
66107,happy,sad,romantic,1,1,1,0
66108,happy,11,0,7,0
66109,romantic,0,0,2,0
66110,romantic,8,9,15,7
66111,happy,romantic,2,1,2,0
66112,romantic,9,5,16,2
66113,romantic,0,0,2,0
66114,sad,romantic,0,2,2,0
66115,sad,24,26,12,1
66116,happy,4,1,0,0
66117,romantic,2,3,11,3
66118,romantic,0,0,4,0
66119,romantic,1,1,2,1
66120,romantic,1,6,10,6
66121,happy,sad,3,3,2,1
66122,sad,romantic,0,1,1,0
66123,romantic,0,0,8,0
66124,sad,15,19,17,8
66125,sad,0,11,4,4
66126,happy,sad,romantic,calm,1,1,1,1
66127,sad,3,41,7,2
66128,happy,2,0,1,1
66129,romantic,2,4,6,4
66130,sad,1,2,1,1
66131,romantic,0,0,2,0
66132,romantic,0,3,11,3
66133,romantic,4,0,9,0
66134,romantic,0,3,4,3
66135,happy,1,0,0,0
66136,calm,30,30,9,33
66137,romantic,2,9,12,9
66138,romantic,2,0,7,0
66139,romantic,4,3,9,4
66140,romantic,0,0,7,0
66141,romantic,0,0,4,0
66142,romantic,1,1,10,1
66143,romantic,2,1,7,2
66144,romantic,2,7,15,6
66145,romantic,0,0,12,0
66146,happy,10,0,1,0
66147,sad,0,1,0,0
66148,happy,5,3,3,2
66149,sad,4,12,8,0
66150,romantic,0,1,3,0
66151,sad,5,10,6,3
66152,romantic,1,11,30,10
66153,romantic,5,9,21,6
66154,romantic,5,0,12,0
66155,romantic,1,3,4,2
66156,sad,romantic,0,2,2,0
66157,romantic,4,4,12,1
66158,sad,2,21,12,8
66159,romantic,1,3,7,3
66160,romantic,1,7,25,3
66161,romantic,1,6,13,6
66162,romantic,2,2,6,4
66163,romantic,8,9,20,6
66164,romantic,1,3,7,2
66165,romantic,12,3,17,3
66166,romantic,4,0,5,2
66167,sad,0,3,2,2
66168,romantic,1,1,8,5
66169,sad,romantic,0,1,1,0
66170,sad,4,7,2,0
66171,sad,1,6,3,1
66172,romantic,1,1,16,0
66173,happy,2,0,0,0
66174,happy,4,2,3,1
66175,romantic,0,3,6,2
66176,happy,sad,romantic,calm,0,0,0,0
66177,romantic,0,2,5,0
66178,romantic,0,0,3,0
66179,happy,7,3,4,1
66180,romantic,14,5,17,5
66181,happy,sad,8,8,6,6
66182,romantic,0,0,2,0
66183,romantic,0,0,2,0
66184,sad,0,2,0,0
66185,sad,4,22,2,0
66186,romantic,2,2,4,3
66187,happy,romantic,6,1,6,0
66188,sad,1,2,0,0
66189,romantic,3,0,8,0
66190,sad,0,5,1,0
66191,romantic,2,0,6,0
66192,romantic,4,1,12,1
66193,happy,3,0,2,0
66194,happy,10,1,4,1
66195,romantic,1,0,3,0
66196,romantic,0,0,7,0
66197,romantic,2,2,12,2
66198,romantic,0,0,1,0
66199,romantic,0,0,11,1
66200,romantic,9,20,31,18
66201,romantic,9,10,11,9
66202,sad,3,24,20,22
66203,romantic,9,12,31,12
66204,romantic,6,8,31,21
66205,romantic,14,25,54,18
66206,romantic,13,21,32,22
66207,romantic,6,9,19,8
66208,romantic,7,17,33,18
66209,romantic,7,14,20,14
66210,sad,9,11,9,7
66211,romantic,7,16,24,7
66212,romantic,10,11,17,6
66213,romantic,5,21,28,14
66214,romantic,7,18,19,18
66215,sad,romantic,16,20,20,10
66216,romantic,5,17,25,5
66217,romantic,5,8,13,10
66218,romantic,10,26,29,25
66219,happy,romantic,1,0,1,0
66220,romantic,0,1,8,1
66221,calm,5,3,3,6
66222,happy,12,11,8,7
66223,romantic,1,2,6,2
66224,romantic,13,17,28,14
66225,romantic,6,4,7,5
66226,sad,romantic,1,10,10,8
66227,romantic,2,3,7,2
66228,romantic,0,5,7,5
66229,romantic,2,3,7,0
66230,romantic,1,0,14,1
66231,romantic,0,0,2,1
66232,romantic,1,1,5,1
66233,romantic,0,3,11,3
66234,happy,romantic,calm,2,0,2,2
66235,romantic,4,4,13,3
66236,romantic,1,0,10,0
66237,romantic,1,9,19,8
66238,romantic,8,12,22,5
66239,romantic,0,2,3,2
66240,romantic,8,0,18,0
66241,happy,6,0,5,1
66242,romantic,4,2,13,1
66243,romantic,1,2,8,0
66244,happy,3,2,2,0
66245,sad,3,5,3,1
66246,sad,1,30,3,0
66247,romantic,3,3,6,2
66248,sad,romantic,1,17,17,16
66249,happy,romantic,6,3,6,3
66250,romantic,6,4,10,4
66251,sad,8,10,7,0
66252,happy,romantic,9,2,9,0
66253,sad,4,7,3,2
66254,romantic,6,5,9,1
66255,happy,7,1,4,2
66256,romantic,1,0,4,0
66257,happy,22,1,15,0
66258,romantic,2,4,6,5
66259,romantic,0,6,11,6
66260,happy,8,6,6,0
66261,romantic,0,0,2,0
66262,sad,0,13,11,11
66263,sad,11,12,4,3
66264,happy,13,3,1,0
66265,sad,romantic,1,4,4,2
66266,romantic,calm,2,2,4,4
66267,happy,sad,romantic,4,4,4,1
66268,romantic,2,2,25,0
66269,happy,10,8,8,1
66270,happy,7,3,5,0
66271,romantic,0,24,28,22
66272,happy,sad,romantic,1,1,1,0
66273,sad,calm,1,12,5,12
66274,sad,5,21,12,11
66275,sad,0,12,0,0
66276,romantic,0,2,14,2
66277,romantic,1,0,5,0
66278,sad,2,8,5,2
66279,romantic,1,3,17,2
66280,sad,romantic,calm,0,2,2,2
66281,happy,romantic,3,2,3,2
66282,sad,romantic,1,2,2,1
66283,romantic,0,0,6,0
66284,romantic,3,2,4,0
66285,romantic,2,8,16,6
66286,romantic,3,2,5,0
66287,romantic,2,2,9,3
66288,romantic,0,1,9,1
66289,romantic,0,10,17,10
66290,sad,romantic,calm,0,1,1,1
66291,sad,3,16,11,3
66292,romantic,0,1,5,1
66293,romantic,1,1,2,0
66294,romantic,7,5,11,1
66295,sad,romantic,0,2,2,0
66296,sad,romantic,0,3,3,2
66297,happy,4,0,0,0
66298,happy,sad,romantic,calm,0,0,0,0
66299,romantic,0,2,5,1
66300,sad,1,2,0,1
66301,romantic,1,0,2,0
66302,sad,21,24,21,12
66303,happy,romantic,1,0,1,0
66304,romantic,0,0,2,0
66305,romantic,1,1,2,1
66306,sad,0,3,0,0
66307,sad,2,5,0,0
66308,romantic,6,0,7,0
66309,romantic,0,2,4,2
66310,calm,0,0,0,3
66311,romantic,0,0,1,0
66312,happy,3,0,2,0
66313,sad,romantic,calm,0,4,4,4
66314,romantic,0,2,10,0
66315,sad,2,9,6,0
66316,romantic,8,3,19,0
66317,romantic,0,0,2,0
66318,happy,sad,romantic,calm,0,0,0,0
66319,happy,sad,romantic,calm,0,0,0,0
66320,romantic,2,0,6,0
66321,romantic,3,3,13,3
66322,sad,2,40,38,36
66323,sad,7,14,12,12
66324,happy,sad,3,3,1,0
66325,romantic,1,1,3,1
66326,romantic,calm,0,0,1,1
66327,sad,0,2,0,0
66328,sad,0,1,0,0
66329,romantic,0,0,8,0
66330,romantic,0,0,2,1
66331,romantic,2,1,4,1
66332,sad,1,2,1,1
66333,happy,sad,7,7,2,1
66334,happy,2,1,0,0
66335,romantic,0,2,3,1
66336,romantic,1,8,15,7
66337,happy,sad,3,3,0,0
66338,happy,5,0,0,0
66339,happy,3,2,1,1
66340,happy,romantic,3,2,3,0
66341,calm,0,0,0,1
66342,sad,4,5,4,4
66343,sad,0,8,0,0
66344,happy,26,23,22,21
66345,sad,32,40,35,25
66346,romantic,29,29,31,23
66347,sad,41,50,40,40
66348,sad,51,54,39,26
66349,romantic,20,23,24,11
66350,romantic,31,31,39,23
66351,romantic,54,37,62,43
66352,romantic,3,0,4,1
66353,romantic,1,1,7,0
66354,happy,1,0,0,0
66355,romantic,3,3,5,2
66356,romantic,4,6,18,4
66357,sad,0,5,3,2
66358,romantic,4,2,7,0
66359,happy,romantic,3,1,3,0
66360,sad,1,3,0,0
66361,sad,1,3,2,2
66362,sad,1,9,3,2
66363,happy,4,0,3,0
66364,sad,0,1,0,0
66365,romantic,3,8,9,5
66366,romantic,17,9,24,2
66367,happy,17,12,12,0
66368,romantic,0,0,4,0
66369,sad,57,66,48,55
66370,happy,121,110,22,110
66371,happy,83,73,25,69
66372,calm,112,78,37,119
66373,sad,70,74,43,62
66374,happy,72,71,34,71
66375,happy,79,68,41,62
66376,calm,77,76,72,86
66377,calm,119,118,67,126
66378,sad,39,81,62,38
66379,happy,45,29,43,27
66380,sad,57,66,38,52
66381,sad,66,92,49,79
66382,calm,52,52,34,64
66383,calm,49,43,39,60
66384,happy,70,69,48,62
66385,sad,29,61,45,27
66386,sad,45,51,16,42
66387,sad,99,103,66,72
66388,sad,147,149,55,135
66389,calm,127,118,61,139
66390,sad,74,76,56,67
66391,sad,47,55,36,42
66392,sad,84,86,67,81
66393,happy,53,44,20,46
66394,sad,70,116,79,67
66395,sad,44,46,42,39
66396,romantic,49,58,88,48
66397,sad,36,42,22,31
66398,sad,44,46,38,40
66399,happy,47,35,33,41
66400,sad,104,122,83,85
66401,happy,48,44,37,44
66402,sad,75,76,54,71
66403,happy,42,35,24,31
66404,sad,51,73,58,53
66405,sad,25,34,25,24
66406,sad,80,108,34,68
66407,happy,43,37,34,37
66408,happy,33,30,18,30
66409,sad,romantic,41,95,95,46
66410,sad,83,122,69,85
66411,sad,100,107,77,91
66412,happy,28,22,6,24
66413,sad,97,129,104,101
66414,sad,42,54,27,51
66415,calm,50,48,33,55
66416,happy,93,90,51,91
66417,sad,33,36,22,29
66418,sad,0,1,0,0
66419,happy,romantic,2,0,2,0
66420,happy,romantic,4,3,4,3
66421,romantic,5,2,9,3
66422,romantic,0,4,5,1
66423,sad,7,11,6,2
66424,calm,1,1,1,2
66425,romantic,5,2,9,0
66426,happy,5,2,2,2
66427,romantic,1,0,6,0
66428,romantic,1,1,4,0
66429,calm,0,0,0,1
66430,romantic,3,2,6,2
66431,romantic,0,0,7,0
66432,romantic,1,0,4,0
66433,romantic,1,0,4,0
66434,romantic,2,5,20,2
66435,romantic,3,1,8,2
66436,romantic,0,0,10,0
66437,romantic,0,0,1,0
66438,romantic,1,0,2,0
66439,romantic,0,3,18,1
66440,romantic,2,0,11,0
66441,romantic,0,2,10,0
66442,romantic,0,0,2,0
66443,romantic,0,0,12,1
66444,romantic,1,4,12,4
66445,romantic,0,3,11,1
66446,romantic,0,0,13,0
66447,romantic,calm,0,2,3,3
66448,sad,2,3,2,0
66449,sad,1,5,2,0
66450,romantic,1,3,17,3
66451,sad,romantic,0,2,2,0
66452,romantic,1,1,4,0
66453,romantic,0,0,4,0
66454,romantic,1,2,5,2
66455,sad,0,3,0,0
66456,romantic,0,1,4,0
66457,sad,romantic,1,3,3,0
66458,romantic,4,1,5,1
66459,romantic,4,0,10,0
66460,happy,romantic,5,3,5,0
66461,sad,1,2,1,0
66462,romantic,4,3,5,0
66463,happy,3,2,1,0
66464,romantic,3,4,10,2
66465,romantic,0,0,1,0
66466,romantic,2,3,7,2
66467,happy,6,0,4,0
66468,romantic,2,2,13,1
66469,sad,0,4,0,0
66470,happy,45,44,24,44
66471,romantic,1,1,7,1
66472,happy,sad,calm,1,1,0,1
66473,romantic,6,6,8,4
66474,happy,sad,romantic,calm,0,0,0,0
66475,romantic,7,5,11,9
66476,sad,romantic,2,5,5,4
66477,romantic,1,2,3,1
66478,romantic,2,1,5,0
66479,romantic,0,4,10,2
66480,sad,romantic,1,5,5,4
66481,romantic,1,4,11,2
66482,romantic,5,4,20,1
66483,happy,10,8,6,8
66484,happy,romantic,5,3,5,2
66485,romantic,3,7,9,3
66486,romantic,2,3,5,1
66487,romantic,1,4,5,2
66488,sad,1,4,2,3
66489,romantic,1,2,3,1
66490,romantic,1,0,4,0
66491,romantic,1,3,5,3
66492,romantic,0,0,2,0
66493,romantic,1,2,4,2
66494,romantic,4,0,7,1
66495,sad,romantic,0,3,3,0
66496,romantic,3,2,6,2
66497,romantic,3,1,6,0
66498,romantic,2,1,3,0
66499,happy,romantic,1,0,1,0
66500,romantic,1,1,2,0
66501,romantic,11,1,17,1
66502,romantic,0,2,21,1
66503,romantic,0,3,29,0
66504,sad,romantic,calm,0,2,2,2
66505,romantic,11,0,51,0
66506,romantic,0,1,3,1
66507,romantic,0,0,2,1
66508,romantic,4,6,10,3
66509,romantic,1,0,17,0
66510,romantic,0,1,5,4
66511,romantic,0,18,25,20
66512,romantic,1,2,6,2
66513,romantic,1,4,8,2
66514,happy,3,1,0,0
66515,romantic,2,1,3,1
66516,romantic,5,6,9,6
66517,happy,romantic,5,0,5,2
66518,romantic,11,5,14,3
66519,romantic,0,5,8,5
66520,romantic,4,5,7,5
66521,romantic,5,4,11,3
66522,romantic,0,3,4,3
66523,romantic,1,2,7,2
66524,romantic,1,3,11,2
66525,romantic,4,3,8,0
66526,happy,romantic,1,0,1,0
66527,sad,2,6,4,1
66528,happy,romantic,2,1,2,1
66529,romantic,1,2,5,1
66530,sad,romantic,calm,1,5,5,5
66531,romantic,2,1,4,0
66532,romantic,4,3,8,0
66533,romantic,3,3,6,3
66534,sad,0,1,0,0
66535,romantic,0,2,43,1
66536,romantic,1,3,7,0
66537,romantic,1,2,5,0
66538,romantic,0,11,15,1
66539,sad,romantic,0,4,4,0
66540,romantic,0,3,6,3
66541,romantic,1,3,33,14
66542,romantic,0,0,11,2
66543,romantic,1,0,22,0
66544,romantic,1,0,12,1
66545,happy,sad,2,2,0,0
66546,romantic,3,2,8,0
66547,romantic,6,0,15,0
66548,romantic,3,1,8,0
66549,happy,romantic,3,2,3,0
66550,romantic,4,11,14,9
66551,romantic,3,7,11,0
66552,romantic,1,2,7,1
66553,romantic,0,0,10,2
66554,romantic,0,6,9,2
66555,romantic,5,14,17,10
66556,sad,8,9,5,0
66557,romantic,6,11,12,5
66558,romantic,2,1,15,3
66559,sad,0,13,5,1
66560,sad,romantic,1,3,3,0
66561,happy,3,0,2,0
66562,sad,romantic,1,2,2,0
66563,romantic,6,4,7,1
66564,calm,43,56,25,59
66565,calm,35,16,38,40
66566,calm,52,47,27,86
66567,sad,40,68,28,35
66568,sad,43,51,28,47
66569,sad,17,102,11,14
66570,sad,57,93,61,46
66571,calm,41,42,17,50
66572,sad,71,108,41,70
66573,sad,31,37,16,26
66574,happy,sad,romantic,calm,0,0,0,0
66575,romantic,0,2,7,2
66576,happy,sad,2,2,0,0
66577,romantic,0,0,1,0
66578,romantic,1,1,3,0
66579,happy,sad,romantic,calm,0,0,0,0
66580,romantic,1,0,3,0
66581,romantic,0,0,10,2
66582,sad,1,6,5,3
66583,romantic,0,0,1,0
66584,romantic,0,0,4,0
66585,happy,2,0,1,0
66586,romantic,2,1,5,1
66587,sad,romantic,3,4,4,2
66588,romantic,2,2,6,1
66589,happy,7,4,6,4
66590,happy,sad,romantic,calm,0,0,0,0
66591,romantic,2,2,4,1
66592,romantic,0,0,1,0
66593,romantic,0,0,2,0
66594,romantic,0,2,4,2
66595,happy,2,0,1,0
66596,romantic,0,0,3,1
66597,romantic,0,0,1,0
66598,romantic,1,0,2,0
66599,sad,romantic,calm,0,2,2,2
66600,happy,romantic,1,0,1,0
66601,romantic,calm,0,0,1,1
66602,romantic,0,0,1,0
66603,happy,sad,romantic,calm,0,0,0,0
66604,happy,sad,romantic,calm,0,0,0,0
66605,romantic,1,1,3,2
66606,romantic,1,2,7,2
66607,sad,romantic,calm,1,5,5,5
66608,romantic,1,0,7,0
66609,romantic,1,1,3,1
66610,happy,2,1,1,0
66611,romantic,2,2,3,2
66612,romantic,calm,0,0,1,1
66613,romantic,0,0,4,0
66614,romantic,0,0,2,1
66615,romantic,2,0,8,0
66616,romantic,0,0,7,0
66617,romantic,1,0,8,0
66618,romantic,1,0,2,0
66619,romantic,1,1,11,1
66620,romantic,0,4,15,4
66621,happy,3,0,2,0
66622,romantic,1,4,8,4
66623,romantic,0,5,8,5
66624,romantic,0,0,7,1
66625,romantic,3,3,9,4
66626,romantic,2,0,4,0
66627,happy,sad,romantic,calm,0,0,0,0
66628,sad,1,3,2,1
66629,romantic,1,3,9,3
66630,happy,sad,romantic,calm,0,0,0,0
66631,romantic,1,0,2,0
66632,romantic,1,1,6,1
66633,romantic,1,2,16,2
66634,sad,1,9,7,2
66635,romantic,0,3,9,2
66636,romantic,0,0,4,0
66637,romantic,3,0,5,0
66638,romantic,5,0,7,0
66639,romantic,0,0,5,0
66640,happy,4,1,0,3
66641,romantic,0,0,2,0
66642,romantic,0,2,4,1
66643,happy,12,1,2,1
66644,romantic,2,1,3,1
66645,romantic,5,8,10,8
66646,romantic,0,6,16,6
66647,romantic,1,4,8,4
66648,romantic,7,2,8,0
66649,romantic,1,4,6,2
66650,sad,1,4,3,2
66651,sad,romantic,0,2,2,1
66652,sad,4,5,1,0
66653,happy,2,1,1,1
66654,sad,4,12,9,3
66655,happy,3,0,2,0
66656,romantic,1,3,20,8
66657,romantic,17,11,25,6
66658,romantic,29,28,38,1
66659,romantic,1,1,11,0
66660,romantic,39,38,64,4
66661,romantic,5,8,12,7
66662,sad,2,6,4,2
66663,romantic,0,0,3,0
66664,sad,3,7,5,2
66665,happy,6,1,5,0
66666,sad,0,5,4,3
66667,romantic,2,8,12,6
66668,romantic,3,3,6,3
66669,happy,5,3,3,2
66670,romantic,1,2,4,2
66671,sad,romantic,calm,0,1,1,1
66672,romantic,2,2,9,0
66673,happy,romantic,3,2,3,0
66674,romantic,1,2,6,1
66675,romantic,4,3,11,0
66676,romantic,2,3,5,3
66677,happy,4,0,3,0
66678,happy,sad,romantic,calm,0,0,0,0
66679,sad,romantic,calm,0,2,2,2
66680,happy,sad,calm,6,6,0,6
66681,happy,8,4,4,4
66682,happy,sad,romantic,calm,0,0,0,0
66683,romantic,1,0,4,1
66684,romantic,0,9,10,7
66685,romantic,0,1,2,1
66686,sad,romantic,1,2,2,1
66687,happy,5,2,2,1
66688,romantic,3,0,4,0
66689,romantic,0,0,7,0
66690,sad,romantic,calm,0,1,1,1
66691,sad,romantic,calm,0,1,1,1
66692,romantic,1,2,4,0
66693,happy,3,1,1,0
66694,happy,romantic,2,0,2,0
66695,happy,27,20,17,26
66696,sad,46,61,38,36
66697,sad,28,38,30,20
66698,romantic,17,26,32,14
66699,sad,16,25,17,17
66700,sad,36,49,24,33
66701,sad,24,46,19,23
66702,sad,21,27,10,25
66703,sad,22,25,12,21
